avg_first_response_time,treatment,experiment
19072.8,1,Emotion Labeling
7508.75,0,Emotion Labeling
92547.5,0,Emotion Labeling
29124.25,0,Emotion Labeling
9465.5,0,Emotion Labeling
31094.571428571428,0,Emotion Labeling
14114.4,1,Emotion Labeling
10266.57142857143,1,Emotion Labeling
19921.75,1,Emotion Labeling
13256.0,0,Emotion Labeling
7162.714285714285,0,Emotion Labeling
21011.0,1,Emotion Labeling
992928.2,1,Emotion Labeling
10120.333333333334,0,Emotion Labeling
12505.142857142857,1,Emotion Labeling
21929.25,0,Emotion Labeling
10777.444444444443,0,Emotion Labeling
38032.42857142857,1,Emotion Labeling
1306671.5,0,Emotion Labeling
15906.4,0,Emotion Labeling
15670.2,1,Emotion Labeling
30510.25,0,Emotion Labeling
10140.166666666666,0,Emotion Labeling
35192.4,1,Emotion Labeling
16854.0,0,Emotion Labeling
6281.25,0,Emotion Labeling
9226.0,0,Emotion Labeling
15950.4,1,Emotion Labeling
36596.0,0,Emotion Labeling
25051.6,1,Emotion Labeling
14337.6,1,Emotion Labeling
70053.75,0,Emotion Labeling
43850.42857142857,1,Emotion Labeling
12203.75,0,Emotion Labeling
13637.5,0,Emotion Labeling
11917.714285714286,1,Emotion Labeling
6387.25,0,Emotion Labeling
1877989.6666666667,0,Emotion Labeling
917329.1111111112,1,Emotion Labeling
10581.0,1,Emotion Labeling
26852.75,0,Emotion Labeling
11919.555555555557,0,Emotion Labeling
83366.0,1,Emotion Labeling
66465.2,1,Emotion Labeling
33297.4,1,Emotion Labeling
151125161.5,0,Emotion Labeling
8672.0,0,Emotion Labeling
14664.75,0,Emotion Labeling
37305.0,0,Emotion Labeling
57840.5,0,Emotion Labeling
369791.5,0,Emotion Labeling
33653912.88888889,1,Emotion Labeling
23788.5,0,Emotion Labeling
72294.0,0,Emotion Labeling
68078.38461538461,1,Emotion Labeling
32651.428571428572,1,Emotion Labeling
15183.75,0,Emotion Labeling
35547.25,0,Emotion Labeling
21958.363636363636,1,Emotion Labeling
33916.0,0,Emotion Labeling
29193.11111111111,0,Emotion Labeling
18261.2,1,Emotion Labeling
19764.8,1,Emotion Labeling
18007.2,1,Emotion Labeling
8763.25,0,Emotion Labeling
28802.454545454544,1,Emotion Labeling
21901.92307692308,1,Emotion Labeling
11678.75,0,Emotion Labeling
17117.5,0,Emotion Labeling
6431.25,0,Emotion Labeling
3689651.0,0,Emotion Labeling
7004.4,0,Emotion Labeling
12293.57142857143,1,Emotion Labeling
8792.6,1,Emotion Labeling
10081.8,1,Emotion Labeling
7118.2,1,Emotion Labeling
3076.2,1,Emotion Labeling
6671.5,0,Emotion Labeling
15119.4,0,Emotion Labeling
22383.2,1,Emotion Labeling
12018.0,0,Emotion Labeling
14395.0,1,Emotion Labeling
6757.285714285715,0,Emotion Labeling
66314804.538461536,1,Emotion Labeling
12031.444444444443,1,Emotion Labeling
27098.2,1,Emotion Labeling
26720.428571428572,1,Emotion Labeling
5108.0,1,Emotion Labeling
30810.666666666668,1,Emotion Labeling
5265.0,1,Emotion Labeling
16890.4,1,Emotion Labeling
21334.363636363636,1,Emotion Labeling
63840.0,1,Emotion Labeling
29849.5,0,Emotion Labeling
23471.6,1,Emotion Labeling
18685.571428571428,0,Emotion Labeling
137778.7142857143,1,Emotion Labeling
29130.571428571428,0,Emotion Labeling
30977.8,1,Emotion Labeling
7180.0,1,Emotion Labeling
995037.894736842,1,Emotion Labeling
15933.6,1,Emotion Labeling
10484.25,0,Emotion Labeling
24873.2,1,Emotion Labeling
17993.6,1,Emotion Labeling
33716.6,1,Emotion Labeling
24581.6,0,Emotion Labeling
19962.2,1,Emotion Labeling
8176.625,1,Emotion Labeling
11076.0,0,Emotion Labeling
15477.75,0,Emotion Labeling
12603.2,1,Emotion Labeling
10173.8,1,Emotion Labeling
9026.833333333334,0,Emotion Labeling
18194.6,1,Emotion Labeling
22864.75,0,Emotion Labeling
11284.25,0,Emotion Labeling
11361.2,1,Emotion Labeling
42815.2,1,Emotion Labeling
1397980.8461538462,0,Emotion Labeling
9843.6,1,Emotion Labeling
23462.454545454544,0,Emotion Labeling
29128.5,0,Emotion Labeling
20334.75,0,Emotion Labeling
26685.5,0,Emotion Labeling
15938.4,1,Emotion Labeling
21240.0,1,Emotion Labeling
15960.5,0,Emotion Labeling
22400.4,1,Emotion Labeling
14618.0,0,Emotion Labeling
16190.75,0,Emotion Labeling
11779.42857142857,0,Emotion Labeling
9210.25,0,Emotion Labeling
13780.272727272728,0,Emotion Labeling
27778.5,0,Emotion Labeling
17384.2,1,Emotion Labeling
27595.6,1,Emotion Labeling
12092.75,0,Emotion Labeling
11077.0,1,Emotion Labeling
12320.6,1,Emotion Labeling
11769.142857142857,0,Emotion Labeling
24595.727272727272,1,Emotion Labeling
15823.4,1,Emotion Labeling
83915.8,1,Emotion Labeling
25972.8,1,Emotion Labeling
66261.8,0,Emotion Labeling
27363.5,0,Emotion Labeling
25480.0,0,Emotion Labeling
14054.5,0,Emotion Labeling
109776.0,0,Emotion Labeling
14821.4,1,Emotion Labeling
120969945.6,1,Emotion Labeling
75458.2,1,Emotion Labeling
4272.875,0,Emotion Labeling
12965.6,1,Emotion Labeling
25715.6,1,Emotion Labeling
16770.2,1,Emotion Labeling
2976116.6666666665,0,Emotion Labeling
31520.18181818182,0,Emotion Labeling
11837.42857142857,0,Emotion Labeling
65679.71428571429,1,Emotion Labeling
100932.4,1,Emotion Labeling
13007.2,1,Emotion Labeling
17651.375,1,Emotion Labeling
13105.857142857143,0,Emotion Labeling
18020.25,0,Emotion Labeling
6912.4,1,Emotion Labeling
21323.0,0,Emotion Labeling
44238.42857142857,1,Emotion Labeling
17664.9,0,Emotion Labeling
12232.75,0,Emotion Labeling
27345.4,1,Emotion Labeling
22858.4,1,Emotion Labeling
12835.0,0,Emotion Labeling
39253169.0,0,Emotion Labeling
11734.166666666666,0,Emotion Labeling
55529.6,1,Emotion Labeling
12573.2,1,Emotion Labeling
14831.75,0,Emotion Labeling
30879.25,0,Emotion Labeling
14752184.2,1,Emotion Labeling
22058.285714285714,1,Emotion Labeling
6919208.214285715,0,Emotion Labeling
201628472.66666663,0,Emotion Labeling
11329.25,0,Emotion Labeling
8986.75,0,Emotion Labeling
27070.6,1,Emotion Labeling
8880.6,1,Emotion Labeling
502604.4,1,Emotion Labeling
11739.2,1,Emotion Labeling
11242.6,1,Emotion Labeling
11411.25,0,Emotion Labeling
15005.8,1,Emotion Labeling
13517.75,1,Emotion Labeling
37565895.6,1,Emotion Labeling
75969522.4,1,Emotion Labeling
1399788.857142857,1,Emotion Labeling
14015.90909090909,1,Emotion Labeling
18736.25,0,Emotion Labeling
28085.25,0,Emotion Labeling
8541.142857142857,1,Emotion Labeling
6558.25,0,Emotion Labeling
8761.0,0,Emotion Labeling
13054.25,0,Emotion Labeling
21696.555555555555,1,Emotion Labeling
13407.4,1,Emotion Labeling
8382.25,0,Emotion Labeling
9213.0,1,Emotion Labeling
12005.4,1,Emotion Labeling
6873.6,1,Emotion Labeling
10777.5,0,Emotion Labeling
20503.0,0,Emotion Labeling
16713.625,0,Emotion Labeling
13534.8,0,Emotion Labeling
7761.0,0,Emotion Labeling
31801.0,1,Emotion Labeling
10945.75,0,Emotion Labeling
7974.0,0,Emotion Labeling
10658.0,0,Emotion Labeling
15604.25,0,Emotion Labeling
11598.857142857143,1,Emotion Labeling
12353.5,0,Emotion Labeling
11944.75,1,Emotion Labeling
13695.666666666666,1,Emotion Labeling
24698.0,0,Emotion Labeling
10052.0,1,Emotion Labeling
7815.75,0,Emotion Labeling
10833.0,1,Emotion Labeling
8654.25,0,Emotion Labeling
35722.8,0,Emotion Labeling
158119.86956521738,1,Emotion Labeling
23946.571428571428,1,Emotion Labeling
14840.2,1,Emotion Labeling
12994.0,0,Emotion Labeling
11620.0,0,Emotion Labeling
1107886.2,1,Emotion Labeling
5494.5,0,Emotion Labeling
9113.142857142857,0,Emotion Labeling
17433.0,0,Emotion Labeling
7210.0,0,Emotion Labeling
9640.4,1,Emotion Labeling
10260.2,1,Emotion Labeling
21458.75,0,Emotion Labeling
28405.8,1,Emotion Labeling
14441.0,1,Emotion Labeling
4649.714285714285,0,Emotion Labeling
9239.6,1,Emotion Labeling
10124.25,0,Emotion Labeling
8065.0,0,Emotion Labeling
31479.166666666668,0,Emotion Labeling
9343.75,0,Emotion Labeling
8049.5,0,Emotion Labeling
5736.6,1,Emotion Labeling
9789.0,1,Emotion Labeling
12809.25,0,Emotion Labeling
18104.444444444445,1,Emotion Labeling
10000.2,0,Emotion Labeling
8529.2,1,Emotion Labeling
8924.25,0,Emotion Labeling
11635.6,1,Emotion Labeling
10467.6,1,Emotion Labeling
28242.75,0,Emotion Labeling
8386.75,0,Emotion Labeling
6307.4,0,Emotion Labeling
9029.25,0,Emotion Labeling
9231.75,1,Emotion Labeling
11110.5,0,Emotion Labeling
30875.666666666668,0,Emotion Labeling
131644.0,1,Emotion Labeling
11819.142857142857,0,Emotion Labeling
40828.2,1,Emotion Labeling
24473.6,1,Emotion Labeling
14587.285714285714,0,Emotion Labeling
5027.75,0,Emotion Labeling
120970587.6,1,Emotion Labeling
14756.785714285714,1,Emotion Labeling
9469.4,1,Emotion Labeling
23540.0,1,Emotion Labeling
15375.8,1,Emotion Labeling
10301.5,0,Emotion Labeling
19329.25,0,Emotion Labeling
17230.75,0,Emotion Labeling
40146.5,0,Emotion Labeling
13631.5,0,Emotion Labeling
12239.2,1,Emotion Labeling
50413955.0,1,Emotion Labeling
14126.6,0,Emotion Labeling
9795.75,0,Emotion Labeling
16000.0,0,Emotion Labeling
27155.25,0,Emotion Labeling
12484.375,1,Emotion Labeling
9815.0,1,Emotion Labeling
18090.75,0,Emotion Labeling
6980.0,1,Emotion Labeling
5921.25,0,Emotion Labeling
11065.4,1,Emotion Labeling
11897.75,0,Emotion Labeling
12410.6,1,Emotion Labeling
11548.25,0,Emotion Labeling
16610.5,0,Emotion Labeling
16919.2,1,Emotion Labeling
10753.25,0,Emotion Labeling
10575.6,1,Emotion Labeling
24009.4,1,Emotion Labeling
19727.25,0,Emotion Labeling
21790.0,0,Emotion Labeling
15032.2,1,Emotion Labeling
8699.5,0,Emotion Labeling
25862.6,1,Emotion Labeling
8829.75,0,Emotion Labeling
9496.2,1,Emotion Labeling
7925.0,0,Emotion Labeling
9092.6,1,Emotion Labeling
11015.0,1,Emotion Labeling
19922.0,1,Emotion Labeling
14298.4,1,Emotion Labeling
11399.5,0,Emotion Labeling
8670.0,0,Emotion Labeling
316704.8888888889,1,Emotion Labeling
16971.0,1,Emotion Labeling
6006.571428571428,0,Emotion Labeling
15171.8,1,Emotion Labeling
11493.6,1,Emotion Labeling
12509.75,0,Emotion Labeling
11452.0,0,Emotion Labeling
14675.25,0,Emotion Labeling
11407.733333333334,1,Emotion Labeling
53131689.71428572,1,Emotion Labeling
12687.0,0,Emotion Labeling
31984.2,1,Emotion Labeling
9969.5,0,Emotion Labeling
9677.0,0,Emotion Labeling
12251.0,0,Emotion Labeling
17627.25,0,Emotion Labeling
11374.2,1,Emotion Labeling
9818.75,0,Emotion Labeling
16159.75,0,Emotion Labeling
46091.75,0,Emotion Labeling
17513.2,0,Emotion Labeling
18474.4,1,Emotion Labeling
7592.25,0,Emotion Labeling
13736.75,0,Emotion Labeling
32314.0,1,Emotion Labeling
13787.0,1,Emotion Labeling
13909.625,1,Emotion Labeling
13132.2,1,Emotion Labeling
13027.714285714286,0,Emotion Labeling
22252373.0,0,Emotion Labeling
11632.0,0,Emotion Labeling
21376.14285714286,1,Emotion Labeling
10748.75,0,Emotion Labeling
8448.6,1,Emotion Labeling
7932.0,1,Emotion Labeling
17177.6,1,Emotion Labeling
13411.2,1,Emotion Labeling
11210.636363636364,0,Emotion Labeling
15269.6,1,Emotion Labeling
40048.2,1,Emotion Labeling
20647.0,0,Emotion Labeling
14731.2,1,Emotion Labeling
18959.0,0,Emotion Labeling
46132.6,1,Emotion Labeling
15695.0,1,Emotion Labeling
22168.0,0,Emotion Labeling
10338449.857142856,1,Emotion Labeling
29225.6,1,Emotion Labeling
51083.28571428572,1,Emotion Labeling
17021.85714285714,0,Emotion Labeling
13683.375,0,Emotion Labeling
69022.5,0,Emotion Labeling
18146.25,0,Emotion Labeling
26889.5,1,Emotion Labeling
8156.0,1,Emotion Labeling
40182.4,1,Emotion Labeling
81562.85714285714,1,Emotion Labeling
54888.22222222222,0,Emotion Labeling
13383.25,0,Emotion Labeling
15860.4,1,Emotion Labeling
9856.6,0,Emotion Labeling
9507.0,1,Emotion Labeling
5871.75,0,Emotion Labeling
43780.8,1,Emotion Labeling
9195.0,0,Emotion Labeling
4684.0,1,Emotion Labeling
10205.166666666666,0,Emotion Labeling
8570.6,1,Emotion Labeling
12976.6,1,Emotion Labeling
27549.0,0,Emotion Labeling
15249.8,0,Emotion Labeling
11688.714285714286,1,Emotion Labeling
9011.75,1,Emotion Labeling
8342.25,0,Emotion Labeling
9202.0,0,Emotion Labeling
17025.5,0,Emotion Labeling
13632.5,0,Emotion Labeling
50310.57142857143,0,Emotion Labeling
14989.8,1,Emotion Labeling
132695.8,1,Emotion Labeling
17039.6,1,Emotion Labeling
53535.666666666664,1,Emotion Labeling
11270.75,0,Emotion Labeling
6970.0,0,Emotion Labeling
105407.25,0,Emotion Labeling
6568.5,0,Emotion Labeling
14327.2,1,Emotion Labeling
17919.0,0,Emotion Labeling
22557003.6875,1,Emotion Labeling
123060.625,0,Emotion Labeling
23159.0,0,Emotion Labeling
75988.0,1,Emotion Labeling
11280.25,0,Emotion Labeling
16730.6,1,Emotion Labeling
22964.0,0,Emotion Labeling
13693.25,0,Emotion Labeling
14866.6,1,Emotion Labeling
19282.6,1,Emotion Labeling
71111.5,0,Emotion Labeling
12436.588235294115,0,Emotion Labeling
10886.142857142857,1,Emotion Labeling
4463238.333333333,0,Emotion Labeling
39448.833333333336,1,Emotion Labeling
67214679.77777778,0,Emotion Labeling
24010.8,1,Emotion Labeling
17185.4,1,Emotion Labeling
20221.2,1,Emotion Labeling
19970.85714285714,0,Emotion Labeling
47249.5,1,Emotion Labeling
16719.25,0,Emotion Labeling
9491.0,1,Emotion Labeling
54522.75,0,Emotion Labeling
23227.6,1,Emotion Labeling
280432.4,1,Emotion Labeling
10473.0,0,Emotion Labeling
47050.0,0,Emotion Labeling
32101.8,1,Emotion Labeling
57865.625,1,Emotion Labeling
11928.6,1,Emotion Labeling
289348.93333333335,1,Emotion Labeling
8422.5,0,Emotion Labeling
24632.7,1,Emotion Labeling
130584.57142857143,0,Emotion Labeling
22237.8,1,Emotion Labeling
33305.4,1,Emotion Labeling
44722.92307692308,1,Emotion Labeling
10820.5,0,Emotion Labeling
87579.75,0,Emotion Labeling
32850.6,1,Emotion Labeling
28207.8,0,Emotion Labeling
17147.2,1,Emotion Labeling
12004.5,0,Emotion Labeling
19434.0,1,Emotion Labeling
16287.0,1,Emotion Labeling
207838.625,0,Emotion Labeling
15173.0,1,Emotion Labeling
27286.5,0,Emotion Labeling
14133.2,1,Emotion Labeling
45268.2,1,Emotion Labeling
37243.181818181816,1,Emotion Labeling
50175.333333333336,0,Emotion Labeling
21967.18181818182,1,Emotion Labeling
10948.6,0,Emotion Labeling
13901.42857142857,0,Emotion Labeling
13096.0,1,Emotion Labeling
47108.875,0,Emotion Labeling
532186.9,1,Emotion Labeling
30789.833333333332,0,Emotion Labeling
19849.571428571428,1,Emotion Labeling
30593.454545454544,1,Emotion Labeling
23024.8,1,Emotion Labeling
60883.0,0,Emotion Labeling
60854.8,1,Emotion Labeling
29986.7,1,Emotion Labeling
33223.0,1,Emotion Labeling
7910.5,1,Emotion Labeling
113130.6,1,Emotion Labeling
14202.75,1,Emotion Labeling
30612.4,1,Emotion Labeling
22347.5,0,Emotion Labeling
40086.0,1,Emotion Labeling
35795.5,0,Emotion Labeling
47219.36363636364,0,Emotion Labeling
227246.5,0,Emotion Labeling
20337.8,1,Emotion Labeling
32961.0,0,Emotion Labeling
11676.25,0,Emotion Labeling
28766.0,0,Emotion Labeling
22753.4,1,Emotion Labeling
15576.75,0,Emotion Labeling
34845.066666666666,1,Emotion Labeling
24355.75,0,Emotion Labeling
19969.4,1,Emotion Labeling
31039.75,0,Emotion Labeling
35349.25,1,Emotion Labeling
31205.714285714286,1,Emotion Labeling
175218.77777777778,1,Emotion Labeling
12996.6,1,Emotion Labeling
12453.916666666666,0,Emotion Labeling
27424.8,0,Emotion Labeling
18654.285714285714,1,Emotion Labeling
20459.6,1,Emotion Labeling
12442.272727272728,1,Emotion Labeling
19073.363636363636,1,Emotion Labeling
42200.75,0,Emotion Labeling
935879.5,0,Emotion Labeling
27206.25,0,Emotion Labeling
21203.0,0,Emotion Labeling
41151.28571428572,1,Emotion Labeling
16607.8,0,Emotion Labeling
71412.8,1,Emotion Labeling
14679.0,0,Emotion Labeling
32800.75,0,Emotion Labeling
27075.2,1,Emotion Labeling
24445.8,1,Emotion Labeling
32035.2,1,Emotion Labeling
27250.8,0,Emotion Labeling
37156.857142857145,1,Emotion Labeling
76142.54545454546,1,Emotion Labeling
35295.0,1,Emotion Labeling
19200.0,0,Emotion Labeling
36914.42857142857,0,Emotion Labeling
32909.857142857145,0,Emotion Labeling
44174.57142857143,1,Emotion Labeling
61841.833333333336,0,Emotion Labeling
133210.0,0,Emotion Labeling
16734.6,1,Emotion Labeling
50725.57142857143,1,Emotion Labeling
24662.75,1,Emotion Labeling
38042.5,0,Emotion Labeling
9064.4,0,Emotion Labeling
11481.75,0,Emotion Labeling
47765.4,1,Emotion Labeling
94757.5,0,Emotion Labeling
29418.8,1,Emotion Labeling
22370.4375,0,Emotion Labeling
31750.14285714286,0,Emotion Labeling
14196.75,0,Emotion Labeling
14294.42857142857,1,Emotion Labeling
23926.090909090908,0,Emotion Labeling
34057.333333333336,1,Emotion Labeling
19843.0,0,Emotion Labeling
34915.75,0,Emotion Labeling
6988.75,0,Emotion Labeling
46551.5,0,Emotion Labeling
26930.428571428572,0,Emotion Labeling
20381.75,0,Emotion Labeling
15668.777777777776,0,Emotion Labeling
27493.125,1,Emotion Labeling
20546.25,0,Emotion Labeling
24277.75,0,Emotion Labeling
31607.0,1,Emotion Labeling
50771.2,0,Emotion Labeling
32482.666666666668,0,Emotion Labeling
29177.5,0,Emotion Labeling
13300.6,1,Emotion Labeling
31848.0,0,Emotion Labeling
37726.125,0,Emotion Labeling
15900.142857142857,1,Emotion Labeling
17104.714285714286,1,Emotion Labeling
46329.25,0,Emotion Labeling
27685.4,1,Emotion Labeling
27622.25,0,Emotion Labeling
12078.5,0,Emotion Labeling
11490.9,0,Emotion Labeling
49985.75,0,Emotion Labeling
14870.857142857143,1,Emotion Labeling
17952.6,1,Emotion Labeling
14891.636363636364,0,Emotion Labeling
14942.0,1,Emotion Labeling
18056.7,1,Emotion Labeling
8477.4,1,Emotion Labeling
21545.0,0,Emotion Labeling
8501.25,0,Emotion Labeling
151207949.75,0,Emotion Labeling
37720.2,1,Emotion Labeling
12736.75,0,Emotion Labeling
10553.615384615385,1,Emotion Labeling
15764.0,1,Emotion Labeling
32148.0,0,Emotion Labeling
30684.8,1,Emotion Labeling
21015.5,0,Emotion Labeling
19308.0,0,Emotion Labeling
19802.85714285714,0,Emotion Labeling
21825.75,0,Emotion Labeling
12038.0,1,Emotion Labeling
5972.333333333333,0,Emotion Labeling
16986.0,0,Emotion Labeling
62746.875,1,Emotion Labeling
10463.25,0,Emotion Labeling
6280.2,1,Emotion Labeling
5790.0,0,Emotion Labeling
5397.857142857143,1,Emotion Labeling
35331479.71428572,1,Emotion Labeling
16207.285714285714,1,Emotion Labeling
8072.444444444444,1,Emotion Labeling
21600.1,1,Emotion Labeling
10906.6,1,Emotion Labeling
10533.5,1,Emotion Labeling
9303.2,1,Emotion Labeling
20251.4,1,Emotion Labeling
14809.0,0,Emotion Labeling
31673.0,1,Emotion Labeling
38647.666666666664,1,Emotion Labeling
21543.92307692308,0,Emotion Labeling
75449.8,0,Emotion Labeling
28426.2,1,Emotion Labeling
44047.38461538462,1,Emotion Labeling
50431.28571428572,1,Emotion Labeling
108420.5,0,Emotion Labeling
25177.5,1,Emotion Labeling
25434.81818181818,0,Emotion Labeling
10322.75,0,Emotion Labeling
33319.25,0,Emotion Labeling
19992.285714285714,1,Emotion Labeling
34801.75,0,Emotion Labeling
30128.285714285714,0,Emotion Labeling
23974.6,1,Emotion Labeling
12582.5,1,Emotion Labeling
6860.0,1,Emotion Labeling
37610.4,1,Emotion Labeling
9820.6,1,Emotion Labeling
6017.75,1,Emotion Labeling
8774.75,0,Emotion Labeling
4613.5,1,Emotion Labeling
9506.333333333334,0,Emotion Labeling
23749.285714285714,1,Emotion Labeling
10153.75,0,Emotion Labeling
9022.714285714286,1,Emotion Labeling
9028.8,1,Emotion Labeling
8650.8,1,Emotion Labeling
18878.5,1,Emotion Labeling
22620.0,0,Emotion Labeling
10899.75,1,Emotion Labeling
14538.4,1,Emotion Labeling
4593.0,1,Emotion Labeling
4474.75,0,Emotion Labeling
10018.75,0,Emotion Labeling
12833.8,1,Emotion Labeling
12714.25,1,Emotion Labeling
15434.5,1,Emotion Labeling
8110.666666666667,1,Emotion Labeling
10478.25,1,Emotion Labeling
8563.2,1,Emotion Labeling
151244647.75,1,Emotion Labeling
5395.75,1,Emotion Labeling
30204.14285714286,1,Emotion Labeling
9739.8,1,Emotion Labeling
14501.2,1,Emotion Labeling
5090.2,1,Emotion Labeling
23243.5,1,Emotion Labeling
7279.0,1,Emotion Labeling
13794.75,0,Emotion Labeling
7977.5,1,Emotion Labeling
12936.4,1,Emotion Labeling
14710.0,1,Emotion Labeling
34533.8,1,Emotion Labeling
17080.0,1,Emotion Labeling
17138.0,1,Emotion Labeling
114899.75,1,Emotion Labeling
9831.25,1,Emotion Labeling
13914.454545454546,1,Emotion Labeling
47937.25,1,Emotion Labeling
11570.8,1,Emotion Labeling
26545.4,1,Emotion Labeling
18239.2,1,Emotion Labeling
124345.0,1,Emotion Labeling
14367.142857142857,1,Emotion Labeling
23035.0,0,Emotion Labeling
9708.166666666666,1,Emotion Labeling
19809.2,1,Emotion Labeling
19678.25,0,Emotion Labeling
6367.285714285715,0,Emotion Labeling
15414.153846153846,1,Emotion Labeling
16028.285714285714,1,Emotion Labeling
16027.8,1,Emotion Labeling
22965.6,1,Emotion Labeling
4819.5,0,Emotion Labeling
42220.77777777778,1,Emotion Labeling
30263.4,1,Emotion Labeling
36119.5,0,Emotion Labeling
140738.81818181818,0,Emotion Labeling
14931.09090909091,1,Emotion Labeling
14415.25,0,Emotion Labeling
74562.4,1,Emotion Labeling
46420.0,0,Emotion Labeling
28147.0,0,Emotion Labeling
41178.6,0,Emotion Labeling
10867.75,0,Emotion Labeling
25495.8,0,Emotion Labeling
36862.6,0,Emotion Labeling
43178.21052631579,1,Emotion Labeling
47285863.72727273,1,Emotion Labeling
41497.375,1,Emotion Labeling
12356.0,1,Emotion Labeling
22688.2,1,Emotion Labeling
5986.25,1,Emotion Labeling
25163.5,1,Emotion Labeling
57855.5,1,Emotion Labeling
11577.0,1,Emotion Labeling
13733.714285714286,1,Emotion Labeling
17719.25,1,Emotion Labeling
18742.5,1,Emotion Labeling
24859.571428571428,1,Emotion Labeling
20553.8,1,Emotion Labeling
19375.5,1,Emotion Labeling
30246.8,1,Emotion Labeling
8594.0,1,Emotion Labeling
32079.5,1,Emotion Labeling
72037.8,1,Emotion Labeling
21078.25,0,Emotion Labeling
24174.8,1,Emotion Labeling
21639.75,0,Emotion Labeling
42785.42857142857,1,Emotion Labeling
22633.75,0,Emotion Labeling
14347.0,0,Emotion Labeling
43767.8,1,Emotion Labeling
30841.444444444445,1,Emotion Labeling
11708.5,0,Emotion Labeling
37125.8,1,Emotion Labeling
31085.444444444445,0,Emotion Labeling
21705.8,1,Emotion Labeling
36704.25,0,Emotion Labeling
32568.14285714286,1,Emotion Labeling
11758.2,1,Emotion Labeling
28850.75,0,Emotion Labeling
19852.0,1,Emotion Labeling
23180.4,1,Emotion Labeling
19721.0,0,Emotion Labeling
27534.571428571428,1,Emotion Labeling
21877.285714285714,1,Emotion Labeling
19439.636363636364,1,Emotion Labeling
16808.4,1,Emotion Labeling
