correct,treatment,user_id,problem_id,experiment
1,0,339461,1355457.0,Emotion Labeling
1,0,339461,1355456.0,Emotion Labeling
0,0,339469,1355457.0,Emotion Labeling
1,0,339469,1355456.0,Emotion Labeling
1,1,339477,1355456.0,Emotion Labeling
1,1,339477,1355457.0,Emotion Labeling
1,0,339478,1355456.0,Emotion Labeling
0,0,339478,1355457.0,Emotion Labeling
0,1,339494,1355456.0,Emotion Labeling
1,1,339494,1355457.0,Emotion Labeling
1,1,339496,1355456.0,Emotion Labeling
0,1,339496,1355457.0,Emotion Labeling
1,0,339504,1355456.0,Emotion Labeling
1,0,339504,1355457.0,Emotion Labeling
1,1,339539,1355456.0,Emotion Labeling
1,1,339539,1355457.0,Emotion Labeling
0,0,339576,1355457.0,Emotion Labeling
1,0,339576,1355456.0,Emotion Labeling
1,1,339583,1355456.0,Emotion Labeling
1,1,339583,1355457.0,Emotion Labeling
1,1,339584,1355456.0,Emotion Labeling
1,1,339584,1355457.0,Emotion Labeling
1,0,339626,1355456.0,Emotion Labeling
1,0,339626,1355457.0,Emotion Labeling
1,0,340029,1355457.0,Emotion Labeling
1,0,340029,1355456.0,Emotion Labeling
1,1,340081,1355456.0,Emotion Labeling
1,1,340081,1355457.0,Emotion Labeling
1,1,340258,1355457.0,Emotion Labeling
1,1,340258,1355456.0,Emotion Labeling
1,1,340274,1355457.0,Emotion Labeling
1,1,340274,1355456.0,Emotion Labeling
0,0,340287,1355456.0,Emotion Labeling
0,0,340287,1355457.0,Emotion Labeling
0,0,340290,1355456.0,Emotion Labeling
1,0,340290,1355457.0,Emotion Labeling
1,0,340605,1355456.0,Emotion Labeling
1,0,340605,1355457.0,Emotion Labeling
1,1,341415,1355457.0,Emotion Labeling
1,1,341415,1355456.0,Emotion Labeling
1,1,341475,1355456.0,Emotion Labeling
1,1,341475,1355457.0,Emotion Labeling
1,1,341539,1355457.0,Emotion Labeling
0,1,341539,1355456.0,Emotion Labeling
1,1,341547,1355457.0,Emotion Labeling
1,1,341547,1355456.0,Emotion Labeling
0,1,341897,1355456.0,Emotion Labeling
1,1,341897,1355457.0,Emotion Labeling
0,0,345574,1355457.0,Emotion Labeling
1,0,345574,1355456.0,Emotion Labeling
1,0,345790,1355456.0,Emotion Labeling
1,0,345790,1355457.0,Emotion Labeling
1,0,345791,1355456.0,Emotion Labeling
0,0,345791,1355457.0,Emotion Labeling
0,0,345792,1355456.0,Emotion Labeling
1,0,345792,1355457.0,Emotion Labeling
0,0,345794,1355456.0,Emotion Labeling
1,0,345794,1355457.0,Emotion Labeling
0,1,345798,1355457.0,Emotion Labeling
1,1,345798,1355456.0,Emotion Labeling
1,0,345800,1355456.0,Emotion Labeling
1,0,345800,1355457.0,Emotion Labeling
1,0,345801,1355457.0,Emotion Labeling
1,0,345801,1355456.0,Emotion Labeling
1,0,345805,1355457.0,Emotion Labeling
1,0,345805,1355456.0,Emotion Labeling
0,0,345806,1355456.0,Emotion Labeling
1,0,345806,1355457.0,Emotion Labeling
0,0,345808,1355456.0,Emotion Labeling
0,0,345808,1355457.0,Emotion Labeling
0,1,345812,1355456.0,Emotion Labeling
1,1,345812,1355457.0,Emotion Labeling
1,0,345978,1355456.0,Emotion Labeling
0,0,345978,1355457.0,Emotion Labeling
1,0,345980,1355456.0,Emotion Labeling
0,0,345980,1355457.0,Emotion Labeling
1,1,345987,1355456.0,Emotion Labeling
1,1,345987,1355457.0,Emotion Labeling
0,0,345989,1355456.0,Emotion Labeling
1,0,345989,1355457.0,Emotion Labeling
1,0,346083,1355456.0,Emotion Labeling
0,0,346083,1355457.0,Emotion Labeling
0,0,346084,1355457.0,Emotion Labeling
1,0,346084,1355456.0,Emotion Labeling
0,0,346086,1355457.0,Emotion Labeling
0,0,346086,1355456.0,Emotion Labeling
1,1,346089,1355456.0,Emotion Labeling
1,1,346089,1355457.0,Emotion Labeling
1,0,346095,1355456.0,Emotion Labeling
1,0,346095,1355457.0,Emotion Labeling
1,0,346096,1355457.0,Emotion Labeling
1,0,346096,1355456.0,Emotion Labeling
1,1,346097,1355457.0,Emotion Labeling
0,1,346097,1355456.0,Emotion Labeling
0,0,346099,1355457.0,Emotion Labeling
0,0,346099,1355456.0,Emotion Labeling
1,0,346100,1355457.0,Emotion Labeling
1,0,346100,1355456.0,Emotion Labeling
1,0,346163,1355456.0,Emotion Labeling
1,0,346163,1355457.0,Emotion Labeling
0,1,346165,1355457.0,Emotion Labeling
1,1,346165,1355456.0,Emotion Labeling
1,0,346168,1355456.0,Emotion Labeling
1,0,346168,1355457.0,Emotion Labeling
1,1,346170,1355457.0,Emotion Labeling
1,1,346170,1355456.0,Emotion Labeling
1,1,346171,1355457.0,Emotion Labeling
1,1,346171,1355456.0,Emotion Labeling
1,0,346174,1355456.0,Emotion Labeling
1,0,346174,1355457.0,Emotion Labeling
1,0,347245,1355456.0,Emotion Labeling
1,0,347245,1355457.0,Emotion Labeling
1,0,347247,1355456.0,Emotion Labeling
1,0,347247,1355457.0,Emotion Labeling
1,0,347252,1355456.0,Emotion Labeling
1,0,347252,1355457.0,Emotion Labeling
1,0,347253,1355457.0,Emotion Labeling
1,0,347253,1355456.0,Emotion Labeling
1,1,347255,1355456.0,Emotion Labeling
1,1,347255,1355457.0,Emotion Labeling
1,0,347258,1355457.0,Emotion Labeling
1,0,347258,1355456.0,Emotion Labeling
1,0,347259,1355456.0,Emotion Labeling
1,0,347259,1355457.0,Emotion Labeling
1,1,347267,1355456.0,Emotion Labeling
1,1,347267,1355457.0,Emotion Labeling
0,1,347268,1355457.0,Emotion Labeling
1,1,347268,1355456.0,Emotion Labeling
1,0,348573,1355457.0,Emotion Labeling
1,0,348573,1355456.0,Emotion Labeling
0,0,348581,1355456.0,Emotion Labeling
1,0,348581,1355457.0,Emotion Labeling
0,0,348582,1355457.0,Emotion Labeling
0,0,348582,1355456.0,Emotion Labeling
0,0,348597,1355457.0,Emotion Labeling
0,0,348597,1355456.0,Emotion Labeling
1,0,348605,1355457.0,Emotion Labeling
0,0,348605,1355456.0,Emotion Labeling
1,0,348624,1355457.0,Emotion Labeling
0,0,348624,1355456.0,Emotion Labeling
0,0,348641,1355456.0,Emotion Labeling
0,0,348641,1355457.0,Emotion Labeling
1,0,348652,1355456.0,Emotion Labeling
0,0,348652,1355457.0,Emotion Labeling
0,0,348689,1355457.0,Emotion Labeling
1,0,348689,1355456.0,Emotion Labeling
0,0,350299,1355456.0,Emotion Labeling
1,0,350299,1355457.0,Emotion Labeling
0,0,351727,1355457.0,Emotion Labeling
0,0,351727,1355456.0,Emotion Labeling
1,0,351785,1355456.0,Emotion Labeling
1,0,351785,1355457.0,Emotion Labeling
1,1,351811,1355457.0,Emotion Labeling
1,1,351811,1355456.0,Emotion Labeling
0,1,352664,1355456.0,Emotion Labeling
0,1,352664,1355457.0,Emotion Labeling
1,1,352674,1355456.0,Emotion Labeling
1,1,352674,1355457.0,Emotion Labeling
1,0,352675,1355456.0,Emotion Labeling
1,0,352675,1355457.0,Emotion Labeling
1,0,353244,1355456.0,Emotion Labeling
1,0,353244,1355457.0,Emotion Labeling
1,0,353642,1355456.0,Emotion Labeling
0,0,353642,1355457.0,Emotion Labeling
1,0,353643,1355456.0,Emotion Labeling
0,0,353643,1355457.0,Emotion Labeling
1,0,353646,1355457.0,Emotion Labeling
0,0,353646,1355456.0,Emotion Labeling
1,0,353648,1355457.0,Emotion Labeling
1,0,353648,1355456.0,Emotion Labeling
0,1,353722,1355456.0,Emotion Labeling
1,1,353722,1355457.0,Emotion Labeling
1,1,353726,1355457.0,Emotion Labeling
1,1,353726,1355456.0,Emotion Labeling
1,1,353764,1355457.0,Emotion Labeling
1,1,353764,1355456.0,Emotion Labeling
1,1,353766,1355457.0,Emotion Labeling
0,1,353766,1355456.0,Emotion Labeling
1,0,353769,1355456.0,Emotion Labeling
1,0,353769,1355457.0,Emotion Labeling
1,0,353792,1355457.0,Emotion Labeling
1,0,353792,1355456.0,Emotion Labeling
1,1,355328,1355457.0,Emotion Labeling
0,1,355328,1355456.0,Emotion Labeling
1,0,355652,1355456.0,Emotion Labeling
0,0,355652,1355457.0,Emotion Labeling
1,1,355752,1355457.0,Emotion Labeling
0,1,355752,1355456.0,Emotion Labeling
1,0,359595,1355457.0,Emotion Labeling
1,0,359595,1355456.0,Emotion Labeling
1,1,359599,1355457.0,Emotion Labeling
1,1,359599,1355456.0,Emotion Labeling
1,1,360241,1355456.0,Emotion Labeling
1,1,360241,1355457.0,Emotion Labeling
1,1,364758,1355456.0,Emotion Labeling
0,1,364758,1355457.0,Emotion Labeling
1,1,364759,1355456.0,Emotion Labeling
1,1,364759,1355457.0,Emotion Labeling
1,1,364773,1355456.0,Emotion Labeling
1,1,364773,1355457.0,Emotion Labeling
1,1,364776,1355456.0,Emotion Labeling
0,1,364776,1355457.0,Emotion Labeling
0,1,364786,1355456.0,Emotion Labeling
1,1,364786,1355457.0,Emotion Labeling
1,1,364790,1355457.0,Emotion Labeling
1,1,364790,1355456.0,Emotion Labeling
0,0,368493,1355457.0,Emotion Labeling
0,0,368493,1355456.0,Emotion Labeling
1,1,368588,1355456.0,Emotion Labeling
0,1,368588,1355457.0,Emotion Labeling
1,0,370595,1355456.0,Emotion Labeling
1,0,370595,1355457.0,Emotion Labeling
1,1,375263,1355457.0,Emotion Labeling
1,1,375263,1355456.0,Emotion Labeling
0,1,375268,1355457.0,Emotion Labeling
1,1,375268,1355456.0,Emotion Labeling
1,1,375349,1355457.0,Emotion Labeling
1,1,375349,1355456.0,Emotion Labeling
1,1,383713,1355456.0,Emotion Labeling
1,1,383713,1355457.0,Emotion Labeling
1,0,383719,1355457.0,Emotion Labeling
1,0,383719,1355456.0,Emotion Labeling
1,0,383747,1355457.0,Emotion Labeling
0,0,383747,1355456.0,Emotion Labeling
1,1,383761,1355457.0,Emotion Labeling
0,1,383761,1355456.0,Emotion Labeling
1,1,383841,1355457.0,Emotion Labeling
0,1,383841,1355456.0,Emotion Labeling
1,0,383875,1355457.0,Emotion Labeling
1,0,383875,1355456.0,Emotion Labeling
1,1,383886,1355457.0,Emotion Labeling
1,1,383886,1355456.0,Emotion Labeling
0,0,383932,1355456.0,Emotion Labeling
0,0,383932,1355457.0,Emotion Labeling
1,0,384068,1355457.0,Emotion Labeling
1,0,384068,1355456.0,Emotion Labeling
1,1,384078,1355456.0,Emotion Labeling
1,1,384078,1355457.0,Emotion Labeling
1,0,384087,1355457.0,Emotion Labeling
1,0,384087,1355456.0,Emotion Labeling
1,1,384089,1355457.0,Emotion Labeling
1,1,384089,1355456.0,Emotion Labeling
0,0,384173,1355457.0,Emotion Labeling
1,0,384173,1355456.0,Emotion Labeling
1,0,384177,1355457.0,Emotion Labeling
1,0,384177,1355456.0,Emotion Labeling
1,0,384189,1355457.0,Emotion Labeling
1,0,384189,1355456.0,Emotion Labeling
1,1,384860,1355456.0,Emotion Labeling
0,1,384860,1355457.0,Emotion Labeling
1,0,385195,1355457.0,Emotion Labeling
1,0,385195,1355456.0,Emotion Labeling
1,1,385199,1355457.0,Emotion Labeling
0,1,385199,1355456.0,Emotion Labeling
0,0,386321,1355456.0,Emotion Labeling
1,0,386321,1355457.0,Emotion Labeling
0,0,387405,1355457.0,Emotion Labeling
0,0,387405,1355456.0,Emotion Labeling
0,0,387407,1355457.0,Emotion Labeling
1,0,387407,1355456.0,Emotion Labeling
0,0,387413,1355457.0,Emotion Labeling
1,0,387413,1355456.0,Emotion Labeling
1,0,387414,1355456.0,Emotion Labeling
1,0,387414,1355457.0,Emotion Labeling
0,1,387545,1355456.0,Emotion Labeling
0,1,387545,1355457.0,Emotion Labeling
1,1,387642,1355457.0,Emotion Labeling
1,1,387642,1355456.0,Emotion Labeling
1,0,387643,1355456.0,Emotion Labeling
0,0,387643,1355457.0,Emotion Labeling
1,1,387645,1355456.0,Emotion Labeling
0,1,387645,1355457.0,Emotion Labeling
1,1,387646,1355456.0,Emotion Labeling
1,1,387646,1355457.0,Emotion Labeling
0,0,387653,1355457.0,Emotion Labeling
1,0,387653,1355456.0,Emotion Labeling
1,1,387771,1355457.0,Emotion Labeling
1,1,387771,1355456.0,Emotion Labeling
1,1,387772,1355457.0,Emotion Labeling
1,1,387772,1355456.0,Emotion Labeling
0,0,387773,1355456.0,Emotion Labeling
1,0,387773,1355457.0,Emotion Labeling
1,0,387779,1355456.0,Emotion Labeling
1,0,387779,1355457.0,Emotion Labeling
1,0,387781,1355456.0,Emotion Labeling
1,0,387781,1355457.0,Emotion Labeling
0,0,387782,1355456.0,Emotion Labeling
0,0,387782,1355457.0,Emotion Labeling
1,0,387783,1355456.0,Emotion Labeling
1,0,387783,1355457.0,Emotion Labeling
1,1,387785,1355456.0,Emotion Labeling
0,1,387785,1355457.0,Emotion Labeling
1,1,387808,1355457.0,Emotion Labeling
1,1,387808,1355456.0,Emotion Labeling
1,1,388055,1355456.0,Emotion Labeling
0,1,388055,1355457.0,Emotion Labeling
1,0,388062,1355456.0,Emotion Labeling
1,0,388062,1355457.0,Emotion Labeling
1,1,388101,1355456.0,Emotion Labeling
1,1,388101,1355457.0,Emotion Labeling
1,1,388133,1355457.0,Emotion Labeling
1,1,388133,1355456.0,Emotion Labeling
1,1,388301,1355456.0,Emotion Labeling
0,1,388301,1355457.0,Emotion Labeling
0,0,388303,1355456.0,Emotion Labeling
0,0,388303,1355457.0,Emotion Labeling
1,0,388305,1355457.0,Emotion Labeling
1,0,388305,1355456.0,Emotion Labeling
0,0,388306,1355456.0,Emotion Labeling
1,0,388306,1355457.0,Emotion Labeling
1,1,388320,1355457.0,Emotion Labeling
1,1,388320,1355456.0,Emotion Labeling
1,1,388336,1355456.0,Emotion Labeling
1,1,388336,1355457.0,Emotion Labeling
1,0,388338,1355457.0,Emotion Labeling
1,0,388338,1355456.0,Emotion Labeling
1,0,388340,1355457.0,Emotion Labeling
0,0,388340,1355456.0,Emotion Labeling
1,1,388341,1355457.0,Emotion Labeling
1,1,388341,1355456.0,Emotion Labeling
0,0,388342,1355457.0,Emotion Labeling
1,0,388342,1355456.0,Emotion Labeling
1,0,388344,1355457.0,Emotion Labeling
1,0,388344,1355456.0,Emotion Labeling
1,0,388345,1355457.0,Emotion Labeling
1,0,388345,1355456.0,Emotion Labeling
1,1,388346,1355456.0,Emotion Labeling
1,1,388346,1355457.0,Emotion Labeling
0,1,388347,1355456.0,Emotion Labeling
1,1,388347,1355457.0,Emotion Labeling
0,0,388348,1355456.0,Emotion Labeling
0,0,388348,1355457.0,Emotion Labeling
1,0,388349,1355456.0,Emotion Labeling
1,0,388349,1355457.0,Emotion Labeling
0,0,388350,1355456.0,Emotion Labeling
0,0,388350,1355457.0,Emotion Labeling
1,1,388351,1355456.0,Emotion Labeling
1,1,388351,1355457.0,Emotion Labeling
1,1,388352,1355457.0,Emotion Labeling
1,1,388352,1355456.0,Emotion Labeling
0,0,388353,1355456.0,Emotion Labeling
1,0,388353,1355457.0,Emotion Labeling
0,0,388354,1355456.0,Emotion Labeling
0,0,388354,1355457.0,Emotion Labeling
1,1,388357,1355456.0,Emotion Labeling
1,1,388357,1355457.0,Emotion Labeling
1,0,388380,1355457.0,Emotion Labeling
1,0,388380,1355456.0,Emotion Labeling
1,0,388390,1355456.0,Emotion Labeling
0,0,388390,1355457.0,Emotion Labeling
1,0,388391,1355457.0,Emotion Labeling
0,0,388391,1355456.0,Emotion Labeling
1,1,388393,1355457.0,Emotion Labeling
1,1,388393,1355456.0,Emotion Labeling
1,1,388396,1355456.0,Emotion Labeling
1,1,388396,1355457.0,Emotion Labeling
1,1,388397,1355456.0,Emotion Labeling
1,1,388397,1355457.0,Emotion Labeling
1,1,388398,1355457.0,Emotion Labeling
1,1,388398,1355456.0,Emotion Labeling
1,1,388399,1355456.0,Emotion Labeling
0,1,388399,1355457.0,Emotion Labeling
1,0,388400,1355457.0,Emotion Labeling
1,0,388400,1355456.0,Emotion Labeling
0,1,388403,1355456.0,Emotion Labeling
0,1,388403,1355457.0,Emotion Labeling
1,1,388407,1355456.0,Emotion Labeling
1,1,388407,1355457.0,Emotion Labeling
1,1,388408,1355456.0,Emotion Labeling
1,1,388408,1355457.0,Emotion Labeling
1,1,388410,1355457.0,Emotion Labeling
1,1,388410,1355456.0,Emotion Labeling
0,0,388411,1355456.0,Emotion Labeling
0,0,388411,1355457.0,Emotion Labeling
1,0,388417,1355456.0,Emotion Labeling
1,0,388417,1355457.0,Emotion Labeling
1,0,388419,1355457.0,Emotion Labeling
1,0,388419,1355456.0,Emotion Labeling
1,0,388420,1355456.0,Emotion Labeling
1,0,388420,1355457.0,Emotion Labeling
0,0,388421,1355456.0,Emotion Labeling
0,0,388421,1355457.0,Emotion Labeling
1,1,388423,1355456.0,Emotion Labeling
1,1,388423,1355457.0,Emotion Labeling
0,0,388424,1355457.0,Emotion Labeling
1,0,388424,1355456.0,Emotion Labeling
1,1,388426,1355456.0,Emotion Labeling
1,1,388426,1355457.0,Emotion Labeling
1,1,388428,1355456.0,Emotion Labeling
1,1,388428,1355457.0,Emotion Labeling
1,0,388429,1355456.0,Emotion Labeling
1,0,388429,1355457.0,Emotion Labeling
1,0,388430,1355456.0,Emotion Labeling
0,0,388430,1355457.0,Emotion Labeling
1,0,388431,1355456.0,Emotion Labeling
0,0,388431,1355457.0,Emotion Labeling
1,0,388432,1355457.0,Emotion Labeling
0,0,388432,1355456.0,Emotion Labeling
0,0,388435,1355456.0,Emotion Labeling
1,0,388435,1355457.0,Emotion Labeling
1,0,388561,1355457.0,Emotion Labeling
1,0,388561,1355456.0,Emotion Labeling
1,0,388562,1355456.0,Emotion Labeling
1,0,388562,1355457.0,Emotion Labeling
1,0,388563,1355457.0,Emotion Labeling
1,0,388563,1355456.0,Emotion Labeling
1,0,388564,1355456.0,Emotion Labeling
1,0,388564,1355457.0,Emotion Labeling
1,0,388567,1355456.0,Emotion Labeling
1,0,388567,1355457.0,Emotion Labeling
0,1,388568,1355456.0,Emotion Labeling
1,1,388568,1355457.0,Emotion Labeling
1,0,388570,1355456.0,Emotion Labeling
1,0,388570,1355457.0,Emotion Labeling
0,1,388571,1355456.0,Emotion Labeling
0,1,388571,1355457.0,Emotion Labeling
1,0,388572,1355457.0,Emotion Labeling
1,0,388572,1355456.0,Emotion Labeling
1,0,388575,1355457.0,Emotion Labeling
1,0,388575,1355456.0,Emotion Labeling
1,0,388576,1355457.0,Emotion Labeling
1,0,388576,1355456.0,Emotion Labeling
1,1,388579,1355456.0,Emotion Labeling
1,1,388579,1355457.0,Emotion Labeling
1,0,388580,1355457.0,Emotion Labeling
1,0,388580,1355456.0,Emotion Labeling
1,0,388581,1355457.0,Emotion Labeling
1,0,388581,1355456.0,Emotion Labeling
1,1,388582,1355457.0,Emotion Labeling
1,1,388582,1355456.0,Emotion Labeling
1,0,388583,1355457.0,Emotion Labeling
0,0,388583,1355456.0,Emotion Labeling
1,0,388584,1355456.0,Emotion Labeling
1,0,388584,1355457.0,Emotion Labeling
0,0,388585,1355457.0,Emotion Labeling
1,0,388585,1355456.0,Emotion Labeling
0,0,388586,1355456.0,Emotion Labeling
1,0,388586,1355457.0,Emotion Labeling
1,1,388587,1355457.0,Emotion Labeling
1,1,388587,1355456.0,Emotion Labeling
1,1,388588,1355456.0,Emotion Labeling
1,1,388588,1355457.0,Emotion Labeling
1,0,388589,1355457.0,Emotion Labeling
1,0,388589,1355456.0,Emotion Labeling
1,1,388590,1355457.0,Emotion Labeling
1,1,388590,1355456.0,Emotion Labeling
1,1,388591,1355457.0,Emotion Labeling
1,1,388591,1355456.0,Emotion Labeling
0,0,388592,1355456.0,Emotion Labeling
1,0,388592,1355457.0,Emotion Labeling
1,1,388593,1355456.0,Emotion Labeling
1,1,388593,1355457.0,Emotion Labeling
1,0,388594,1355457.0,Emotion Labeling
1,0,388594,1355456.0,Emotion Labeling
0,0,388595,1355456.0,Emotion Labeling
1,0,388595,1355457.0,Emotion Labeling
0,0,388596,1355457.0,Emotion Labeling
1,0,388596,1355456.0,Emotion Labeling
1,0,388597,1355456.0,Emotion Labeling
1,0,388597,1355457.0,Emotion Labeling
1,0,388598,1355457.0,Emotion Labeling
1,0,388598,1355456.0,Emotion Labeling
1,1,388599,1355456.0,Emotion Labeling
1,1,388599,1355457.0,Emotion Labeling
1,0,388601,1355457.0,Emotion Labeling
1,0,388601,1355456.0,Emotion Labeling
1,0,388603,1355456.0,Emotion Labeling
1,0,388603,1355457.0,Emotion Labeling
1,1,388604,1355457.0,Emotion Labeling
1,1,388604,1355456.0,Emotion Labeling
1,0,388605,1355456.0,Emotion Labeling
0,0,388605,1355457.0,Emotion Labeling
1,1,388606,1355456.0,Emotion Labeling
1,1,388606,1355457.0,Emotion Labeling
1,1,388607,1355457.0,Emotion Labeling
1,1,388607,1355456.0,Emotion Labeling
1,0,388608,1355456.0,Emotion Labeling
1,0,388608,1355457.0,Emotion Labeling
1,0,388609,1355456.0,Emotion Labeling
1,0,388609,1355457.0,Emotion Labeling
1,0,388610,1355457.0,Emotion Labeling
1,0,388610,1355456.0,Emotion Labeling
1,0,388611,1355456.0,Emotion Labeling
1,0,388611,1355457.0,Emotion Labeling
1,0,388614,1355457.0,Emotion Labeling
1,0,388614,1355456.0,Emotion Labeling
1,0,388615,1355457.0,Emotion Labeling
1,0,388615,1355456.0,Emotion Labeling
1,1,388616,1355457.0,Emotion Labeling
1,1,388616,1355456.0,Emotion Labeling
1,0,388617,1355456.0,Emotion Labeling
1,0,388617,1355457.0,Emotion Labeling
1,1,388618,1355456.0,Emotion Labeling
1,1,388618,1355457.0,Emotion Labeling
1,1,388619,1355456.0,Emotion Labeling
1,1,388619,1355457.0,Emotion Labeling
1,0,388620,1355456.0,Emotion Labeling
1,0,388620,1355457.0,Emotion Labeling
1,0,388621,1355456.0,Emotion Labeling
1,0,388621,1355457.0,Emotion Labeling
0,1,388624,1355456.0,Emotion Labeling
1,1,388624,1355457.0,Emotion Labeling
1,1,388635,1355457.0,Emotion Labeling
1,1,388635,1355456.0,Emotion Labeling
0,1,388636,1355456.0,Emotion Labeling
1,1,388636,1355457.0,Emotion Labeling
1,1,388639,1355457.0,Emotion Labeling
1,1,388639,1355456.0,Emotion Labeling
0,0,388640,1355457.0,Emotion Labeling
1,0,388640,1355456.0,Emotion Labeling
1,0,388642,1355457.0,Emotion Labeling
0,0,388642,1355456.0,Emotion Labeling
0,0,388643,1355457.0,Emotion Labeling
1,0,388643,1355456.0,Emotion Labeling
1,0,388644,1355457.0,Emotion Labeling
0,0,388644,1355456.0,Emotion Labeling
1,0,388645,1355457.0,Emotion Labeling
1,0,388645,1355456.0,Emotion Labeling
1,1,388646,1355457.0,Emotion Labeling
1,1,388646,1355456.0,Emotion Labeling
1,1,388647,1355457.0,Emotion Labeling
1,1,388647,1355456.0,Emotion Labeling
