avg_first_response_time,treatment,experiment
42094.5,0,Confidence Judgments
86352037.71428572,0,Confidence Judgments
34617.0,0,Confidence Judgments
20624.25,0,Confidence Judgments
201615432.33333337,0,Confidence Judgments
201619448.33333337,1,Confidence Judgments
62344.583333333336,0,Confidence Judgments
89617.25,0,Confidence Judgments
83447.33333333333,0,Confidence Judgments
30893.666666666668,0,Confidence Judgments
21767.5,0,Confidence Judgments
19699569.625,1,Confidence Judgments
68284184.75,0,Confidence Judgments
61445.0,1,Confidence Judgments
71464.5,1,Confidence Judgments
5143825.181818182,0,Confidence Judgments
67249.5,1,Confidence Judgments
123583.0,1,Confidence Judgments
90042.85714285714,0,Confidence Judgments
85206776.0,1,Confidence Judgments
11175.0,0,Confidence Judgments
16030436.0,0,Confidence Judgments
75713.5,0,Confidence Judgments
793563.0,0,Confidence Judgments
318042.3333333333,1,Confidence Judgments
42014.57142857143,0,Confidence Judgments
168880098.66666666,0,Confidence Judgments
275968.6666666667,0,Confidence Judgments
53749.5,1,Confidence Judgments
4112930.714285714,0,Confidence Judgments
352660.5,1,Confidence Judgments
18902.0,1,Confidence Judgments
5486.0,0,Confidence Judgments
28649.0,1,Confidence Judgments
75673.57142857143,1,Confidence Judgments
93739.8,1,Confidence Judgments
25616.0,0,Confidence Judgments
96729361.25,1,Confidence Judgments
151337424.25,1,Confidence Judgments
176046.57142857142,0,Confidence Judgments
1012976.5,0,Confidence Judgments
33095038.5,0,Confidence Judgments
176784.25,0,Confidence Judgments
37278729.8,0,Confidence Judgments
70946.16666666667,1,Confidence Judgments
31831.5,1,Confidence Judgments
86550648.0,1,Confidence Judgments
103332857.875,1,Confidence Judgments
95073.625,0,Confidence Judgments
73910845.85714285,1,Confidence Judgments
120488.7,1,Confidence Judgments
4096862.3333333335,0,Confidence Judgments
4977320.0,1,Confidence Judgments
31483518.166666668,1,Confidence Judgments
86450549.85714285,1,Confidence Judgments
75383770.375,0,Confidence Judgments
100545114.33333331,0,Confidence Judgments
107774.66666666669,0,Confidence Judgments
62017.166666666664,0,Confidence Judgments
25909.666666666668,0,Confidence Judgments
55329.5,1,Confidence Judgments
560025.6666666666,0,Confidence Judgments
151235889.0,1,Confidence Judgments
146867309.5,0,Confidence Judgments
60756.666666666664,1,Confidence Judgments
116363.66666666669,0,Confidence Judgments
35505.5,0,Confidence Judgments
76198609.76,0,Confidence Judgments
148311.0,0,Confidence Judgments
108956.0,1,Confidence Judgments
209449.44444444444,0,Confidence Judgments
80403.0,0,Confidence Judgments
72694.5,0,Confidence Judgments
332912.8,0,Confidence Judgments
103045.875,0,Confidence Judgments
327041.25,0,Confidence Judgments
16107304.176470589,0,Confidence Judgments
9277.2,1,Confidence Judgments
140443.33333333334,0,Confidence Judgments
270361.25,0,Confidence Judgments
374686.6666666667,0,Confidence Judgments
32269.0,1,Confidence Judgments
8627237.909090908,0,Confidence Judgments
105346.5,0,Confidence Judgments
27339.666666666668,0,Confidence Judgments
584700.2,0,Confidence Judgments
23537909.333333332,1,Confidence Judgments
90489.0,0,Confidence Judgments
26841.25,1,Confidence Judgments
29569.5,0,Confidence Judgments
29192.5,1,Confidence Judgments
16777.666666666668,0,Confidence Judgments
26963.75,1,Confidence Judgments
61169.57142857143,0,Confidence Judgments
88168.0,1,Confidence Judgments
432007930.0,0,Confidence Judgments
12539.0,0,Confidence Judgments
117593.61111111112,1,Confidence Judgments
86612.66666666667,0,Confidence Judgments
53104.0,0,Confidence Judgments
5591.0,0,Confidence Judgments
210226.0,0,Confidence Judgments
124918.16666666669,0,Confidence Judgments
19310.0,0,Confidence Judgments
110907.71428571428,1,Confidence Judgments
96488.45454545454,0,Confidence Judgments
60513.666666666664,0,Confidence Judgments
68406.6,0,Confidence Judgments
81463.88235294117,1,Confidence Judgments
164668.5,0,Confidence Judgments
603791.8461538461,1,Confidence Judgments
191375.83333333337,1,Confidence Judgments
215501.7142857143,1,Confidence Judgments
64558.0,0,Confidence Judgments
58580.63636363636,0,Confidence Judgments
109999.0,0,Confidence Judgments
144917.6,1,Confidence Judgments
85646.0,1,Confidence Judgments
17848.4,1,Confidence Judgments
32303.0,1,Confidence Judgments
70043.0,0,Confidence Judgments
108236.86666666668,1,Confidence Judgments
146890.2,1,Confidence Judgments
58823697.0,0,Confidence Judgments
125215.33333333331,0,Confidence Judgments
113420.5,0,Confidence Judgments
167330015.0,1,Confidence Judgments
19638.0,0,Confidence Judgments
104719.25,0,Confidence Judgments
104674.16666666669,1,Confidence Judgments
26016.666666666668,0,Confidence Judgments
896999.75,1,Confidence Judgments
135056.0,0,Confidence Judgments
52664.5,0,Confidence Judgments
34109.25,1,Confidence Judgments
66163410.666666664,0,Confidence Judgments
37917.0,0,Confidence Judgments
61470.25,1,Confidence Judgments
315579.0,0,Confidence Judgments
106505.0,1,Confidence Judgments
172402.66666666666,0,Confidence Judgments
150737.0,0,Confidence Judgments
30718813.666666668,1,Confidence Judgments
97949.75,0,Confidence Judgments
54299.666666666664,0,Confidence Judgments
44683.0,1,Confidence Judgments
121866.7,0,Confidence Judgments
95041.41666666669,1,Confidence Judgments
130156.5,0,Confidence Judgments
68466.33333333333,0,Confidence Judgments
174626.66666666666,0,Confidence Judgments
243154.66666666663,0,Confidence Judgments
95012.0,0,Confidence Judgments
37979.0,0,Confidence Judgments
38712.142857142855,0,Confidence Judgments
201386.75,1,Confidence Judgments
234599.2857142857,0,Confidence Judgments
610855.5,1,Confidence Judgments
324917.3333333333,0,Confidence Judgments
277753.6666666667,0,Confidence Judgments
328592.5652173913,1,Confidence Judgments
321186.8,0,Confidence Judgments
202378912.66666663,0,Confidence Judgments
345667.0,1,Confidence Judgments
350196.0,0,Confidence Judgments
195484.33333333337,0,Confidence Judgments
23390.0,1,Confidence Judgments
1054096.0,0,Confidence Judgments
111626.125,0,Confidence Judgments
139901.0,0,Confidence Judgments
22483.5,0,Confidence Judgments
464394.6666666667,1,Confidence Judgments
27852.0,0,Confidence Judgments
107027.11111111112,0,Confidence Judgments
344621.0,0,Confidence Judgments
176807.75,0,Confidence Judgments
33700.5,1,Confidence Judgments
1794802.5,1,Confidence Judgments
3495478.5,1,Confidence Judgments
58377.0,1,Confidence Judgments
48104.0,0,Confidence Judgments
198730.5,0,Confidence Judgments
111724.66666666669,0,Confidence Judgments
151219148.25,1,Confidence Judgments
29845.25,0,Confidence Judgments
333696.75,0,Confidence Judgments
9926.0,1,Confidence Judgments
23765.0,0,Confidence Judgments
37678.75,1,Confidence Judgments
63193491.27272727,0,Confidence Judgments
76857.0,1,Confidence Judgments
41970474.5,1,Confidence Judgments
38175598.55555555,0,Confidence Judgments
55336.25,1,Confidence Judgments
17028176.0,0,Confidence Judgments
61712950.0,1,Confidence Judgments
68652.5,1,Confidence Judgments
38094031.44444445,0,Confidence Judgments
118998.66666666669,0,Confidence Judgments
14445093.0,0,Confidence Judgments
73644.25,1,Confidence Judgments
4364.0,0,Confidence Judgments
203723.25,0,Confidence Judgments
15696136.545454543,0,Confidence Judgments
211995.66666666663,0,Confidence Judgments
130918.2,0,Confidence Judgments
186340.5,1,Confidence Judgments
121377.90909090907,1,Confidence Judgments
144376.0,0,Confidence Judgments
224423.19047619047,0,Confidence Judgments
167055.5,0,Confidence Judgments
34983.0,1,Confidence Judgments
3795.0,0,Confidence Judgments
22092.666666666668,0,Confidence Judgments
776895.3333333334,0,Confidence Judgments
22383.0,1,Confidence Judgments
38139.0,1,Confidence Judgments
151288410.75,1,Confidence Judgments
100843255.66666669,0,Confidence Judgments
140282.77777777778,0,Confidence Judgments
72335.66666666667,1,Confidence Judgments
138030.625,1,Confidence Judgments
113243600.0,1,Confidence Judgments
21686501.5,0,Confidence Judgments
132817.4,0,Confidence Judgments
143342697.66666666,0,Confidence Judgments
87775.81818181818,1,Confidence Judgments
7604376.545454546,1,Confidence Judgments
119422.5,0,Confidence Judgments
245750.2857142857,1,Confidence Judgments
8676943.35,1,Confidence Judgments
99061.1,1,Confidence Judgments
26538969.3,0,Confidence Judgments
124883.0,0,Confidence Judgments
312901.0,0,Confidence Judgments
151230947.0,0,Confidence Judgments
8324.0,0,Confidence Judgments
140980.5,1,Confidence Judgments
86263.25,0,Confidence Judgments
145530.66666666666,0,Confidence Judgments
115403.33333333331,1,Confidence Judgments
88975.66666666667,0,Confidence Judgments
48934.333333333336,0,Confidence Judgments
70471.75,0,Confidence Judgments
46631.5,0,Confidence Judgments
75685473.875,1,Confidence Judgments
204395.75,0,Confidence Judgments
83212.1,1,Confidence Judgments
38191.75,0,Confidence Judgments
36877.333333333336,0,Confidence Judgments
28438.75,0,Confidence Judgments
19389.25,0,Confidence Judgments
90957946.33333331,0,Confidence Judgments
83898.0,0,Confidence Judgments
86256135.5,1,Confidence Judgments
523676.3333333333,0,Confidence Judgments
177687.0,0,Confidence Judgments
105856.75,1,Confidence Judgments
20918.75,0,Confidence Judgments
3511.0,0,Confidence Judgments
86561181.57142857,1,Confidence Judgments
40030.0,1,Confidence Judgments
151234276.75,1,Confidence Judgments
19861556.0,1,Confidence Judgments
53353818.625,1,Confidence Judgments
29859.18181818182,1,Confidence Judgments
107196.5,0,Confidence Judgments
118955902.5,0,Confidence Judgments
50339.0,0,Confidence Judgments
151254899.5,1,Confidence Judgments
103024.5,0,Confidence Judgments
206850.0,1,Confidence Judgments
60158.0,1,Confidence Judgments
83264.0,1,Confidence Judgments
122485.66666666669,0,Confidence Judgments
92799473.16666669,0,Confidence Judgments
15490869.405405406,1,Confidence Judgments
13352159.285714284,1,Confidence Judgments
75903976.875,1,Confidence Judgments
237598974.0,0,Confidence Judgments
84676.83333333333,1,Confidence Judgments
43406.3,0,Confidence Judgments
604800000.0,0,Confidence Judgments
68259.5,1,Confidence Judgments
188529.8,0,Confidence Judgments
87594.33333333333,0,Confidence Judgments
131281.0,0,Confidence Judgments
133717.0,1,Confidence Judgments
56367.0,1,Confidence Judgments
41176.0,1,Confidence Judgments
135020814.75,0,Confidence Judgments
120581.5,1,Confidence Judgments
55145476.63636363,1,Confidence Judgments
130808155.0,0,Confidence Judgments
40272.333333333336,0,Confidence Judgments
55172676.36363637,1,Confidence Judgments
36509.375,1,Confidence Judgments
53326530.5,0,Confidence Judgments
87804840.25,1,Confidence Judgments
157190716.66666666,0,Confidence Judgments
64326.833333333336,1,Confidence Judgments
42252.0,1,Confidence Judgments
78021141.33333333,0,Confidence Judgments
182208.83333333337,0,Confidence Judgments
115227.0,0,Confidence Judgments
97440.14285714286,0,Confidence Judgments
5598415.0,1,Confidence Judgments
55128.166666666664,0,Confidence Judgments
38607853.14285714,1,Confidence Judgments
19062.0,0,Confidence Judgments
1550727.857142857,0,Confidence Judgments
87857.33333333333,0,Confidence Judgments
502395035.0,1,Confidence Judgments
44287.333333333336,0,Confidence Judgments
30586.25,1,Confidence Judgments
32497.666666666668,1,Confidence Judgments
19242.0,0,Confidence Judgments
151291741.75,0,Confidence Judgments
60786.25,1,Confidence Judgments
43239155.428571425,1,Confidence Judgments
37086.0,1,Confidence Judgments
19249830.636363637,0,Confidence Judgments
31729.0,0,Confidence Judgments
57259.0,1,Confidence Judgments
29727954.666666668,0,Confidence Judgments
34394.71428571428,0,Confidence Judgments
67168.75,1,Confidence Judgments
209512272.0,1,Confidence Judgments
85282.33333333333,0,Confidence Judgments
23970.0,1,Confidence Judgments
17523.0,0,Confidence Judgments
47099.666666666664,1,Confidence Judgments
42568.0,1,Confidence Judgments
534072.5,0,Confidence Judgments
61701.4,0,Confidence Judgments
151242923.0,0,Confidence Judgments
47201.666666666664,0,Confidence Judgments
64704646.0,0,Confidence Judgments
63423.72727272727,1,Confidence Judgments
66720.90909090909,0,Confidence Judgments
67336.75,0,Confidence Judgments
61227.5,1,Confidence Judgments
49721.333333333336,0,Confidence Judgments
82654.75,0,Confidence Judgments
55206.666666666664,0,Confidence Judgments
55119211.54545455,1,Confidence Judgments
18007584.0,1,Confidence Judgments
75634233.25,1,Confidence Judgments
44784344.833333336,0,Confidence Judgments
151233640.5,0,Confidence Judgments
49435.666666666664,0,Confidence Judgments
88388.33333333333,0,Confidence Judgments
446787.75,0,Confidence Judgments
125303.75,0,Confidence Judgments
97068.33333333331,1,Confidence Judgments
97000.33333333331,0,Confidence Judgments
60374.5,1,Confidence Judgments
19088.0,1,Confidence Judgments
67924841.75,0,Confidence Judgments
13601.0,0,Confidence Judgments
23451862.333333332,0,Confidence Judgments
43188198.5,0,Confidence Judgments
37178.0,1,Confidence Judgments
109197.0,0,Confidence Judgments
67379208.55555555,0,Confidence Judgments
166668.33333333334,1,Confidence Judgments
75748.5,0,Confidence Judgments
293709.3333333333,0,Confidence Judgments
24658099.57142857,0,Confidence Judgments
217236.5,1,Confidence Judgments
89543.66666666667,0,Confidence Judgments
10880290.0,0,Confidence Judgments
37677.0,0,Confidence Judgments
174466.25,0,Confidence Judgments
325978.3333333333,0,Confidence Judgments
183529.8,0,Confidence Judgments
170127.0,1,Confidence Judgments
213627.0,0,Confidence Judgments
269107.25,1,Confidence Judgments
1199697.1,1,Confidence Judgments
30288114.833333332,0,Confidence Judgments
835367.3571428572,0,Confidence Judgments
241663.875,1,Confidence Judgments
146145.0,1,Confidence Judgments
62407.0,0,Confidence Judgments
4298629.25,0,Confidence Judgments
149638.77777777778,0,Confidence Judgments
65472.0,0,Confidence Judgments
39435.0,0,Confidence Judgments
311761.2727272727,0,Confidence Judgments
23416900.666666668,0,Confidence Judgments
88846.11111111111,1,Confidence Judgments
189732.63636363635,0,Confidence Judgments
24804.5,1,Confidence Judgments
14224756.0,1,Confidence Judgments
73240.83333333333,1,Confidence Judgments
162023.75,0,Confidence Judgments
354899.25,0,Confidence Judgments
120928.66666666669,1,Confidence Judgments
311635.4285714286,1,Confidence Judgments
65824.0,0,Confidence Judgments
122674.22222222222,0,Confidence Judgments
52149.0,1,Confidence Judgments
63821.0,1,Confidence Judgments
6691.0,0,Confidence Judgments
165603.7142857143,0,Confidence Judgments
228914.0,0,Confidence Judgments
13529382.0,0,Confidence Judgments
151220160.25,1,Confidence Judgments
604800000.0,0,Confidence Judgments
4591826.7272727275,0,Confidence Judgments
8356159.25,0,Confidence Judgments
151275072.25,1,Confidence Judgments
101254748.16666669,0,Confidence Judgments
211897.5,0,Confidence Judgments
79798.5,0,Confidence Judgments
50477928.083333336,1,Confidence Judgments
7218.0,0,Confidence Judgments
159606.5,1,Confidence Judgments
725735.0,0,Confidence Judgments
88118.4,0,Confidence Judgments
88297.5,1,Confidence Judgments
527165.2,0,Confidence Judgments
473190.1,0,Confidence Judgments
138907.75,0,Confidence Judgments
12418647.125,0,Confidence Judgments
94529.5,0,Confidence Judgments
178516.75,1,Confidence Judgments
215566.16666666663,1,Confidence Judgments
235597.66666666663,0,Confidence Judgments
6195000.5,0,Confidence Judgments
67270974.44444445,0,Confidence Judgments
14784058.0,0,Confidence Judgments
247949.2857142857,0,Confidence Judgments
119375.22222222222,1,Confidence Judgments
116377.0,0,Confidence Judgments
17552437.6,0,Confidence Judgments
201619804.0,0,Confidence Judgments
9056734.916666666,0,Confidence Judgments
308772.0909090909,0,Confidence Judgments
121089976.2,0,Confidence Judgments
9091.0,0,Confidence Judgments
549572.0,0,Confidence Judgments
280535.44444444444,1,Confidence Judgments
116928.5,1,Confidence Judgments
155597.6,0,Confidence Judgments
46730.857142857145,0,Confidence Judgments
130371.07142857143,0,Confidence Judgments
1485114.5833333333,0,Confidence Judgments
8288.0,1,Confidence Judgments
7099122.4,1,Confidence Judgments
117334.0,0,Confidence Judgments
158853.33333333334,0,Confidence Judgments
260493.57142857145,0,Confidence Judgments
34367517.6,0,Confidence Judgments
322563.2727272727,0,Confidence Judgments
23610601.25,0,Confidence Judgments
769762.6666666666,1,Confidence Judgments
8322997.9375,0,Confidence Judgments
61410.333333333336,0,Confidence Judgments
91758.42857142857,0,Confidence Judgments
97066.14285714286,0,Confidence Judgments
66935.5,1,Confidence Judgments
24406432.133333333,0,Confidence Judgments
31948.666666666668,0,Confidence Judgments
8770.0,0,Confidence Judgments
14112554.833333334,0,Confidence Judgments
12142.0,0,Confidence Judgments
112677.5,0,Confidence Judgments
160470.0,0,Confidence Judgments
34728.5,0,Confidence Judgments
24338.5,0,Confidence Judgments
254360.2,0,Confidence Judgments
152120.18181818182,1,Confidence Judgments
8647.0,0,Confidence Judgments
41466.125,0,Confidence Judgments
100843272.0,1,Confidence Judgments
127287.33333333331,0,Confidence Judgments
174243.66666666666,0,Confidence Judgments
108088.375,1,Confidence Judgments
31629086.0,0,Confidence Judgments
87927785.875,0,Confidence Judgments
151217680.75,0,Confidence Judgments
67638.25,0,Confidence Judgments
86683965.42857143,0,Confidence Judgments
28827504.416666668,0,Confidence Judgments
31764.0,1,Confidence Judgments
37628395.2,0,Confidence Judgments
317059.7,1,Confidence Judgments
5062743.5,0,Confidence Judgments
397908.6666666667,0,Confidence Judgments
107767143.75,0,Confidence Judgments
1322931.5,1,Confidence Judgments
27518872.6,0,Confidence Judgments
50947.75,0,Confidence Judgments
34652365.2,0,Confidence Judgments
258847.66666666663,0,Confidence Judgments
18193448.6,0,Confidence Judgments
119950.28571428572,0,Confidence Judgments
40097.5,0,Confidence Judgments
15242030.285714284,1,Confidence Judgments
129868.125,0,Confidence Judgments
100770.57142857143,0,Confidence Judgments
33675724.11111111,0,Confidence Judgments
87339.33333333333,0,Confidence Judgments
172098.25,0,Confidence Judgments
191548.625,0,Confidence Judgments
310044.6666666667,0,Confidence Judgments
86444.0,0,Confidence Judgments
33891.72727272727,0,Confidence Judgments
34601.0,0,Confidence Judgments
199555.16666666663,0,Confidence Judgments
113438.3125,0,Confidence Judgments
127116.25,1,Confidence Judgments
6759415.0,0,Confidence Judgments
2232942.5,0,Confidence Judgments
7653505.461538462,1,Confidence Judgments
297982.375,1,Confidence Judgments
231736.2857142857,0,Confidence Judgments
260055.6,0,Confidence Judgments
7390450.4,1,Confidence Judgments
114258.0,1,Confidence Judgments
286370.4,1,Confidence Judgments
1353704.2,0,Confidence Judgments
68682659.3,1,Confidence Judgments
445595.6666666667,1,Confidence Judgments
15714673.090909092,0,Confidence Judgments
213485.66666666663,0,Confidence Judgments
26588.0,1,Confidence Judgments
190838.0,0,Confidence Judgments
125013.25,1,Confidence Judgments
138058.2857142857,1,Confidence Judgments
198608.0,0,Confidence Judgments
69178.0,0,Confidence Judgments
962413.8125,0,Confidence Judgments
282462.375,0,Confidence Judgments
261616.55555555556,1,Confidence Judgments
142648.9090909091,1,Confidence Judgments
94599706.9,0,Confidence Judgments
183485.36363636365,1,Confidence Judgments
45536.25,0,Confidence Judgments
7130.0,0,Confidence Judgments
187753.0,1,Confidence Judgments
13639884.866666667,0,Confidence Judgments
341747.0,1,Confidence Judgments
735382.5454545454,0,Confidence Judgments
38212837.2,0,Confidence Judgments
195974.0,1,Confidence Judgments
132646.66666666666,0,Confidence Judgments
13228186.333333334,0,Confidence Judgments
95739982.6,0,Confidence Judgments
11283.0,0,Confidence Judgments
68477.83333333333,0,Confidence Judgments
97618.25,0,Confidence Judgments
3956488.75,1,Confidence Judgments
323405.23076923075,0,Confidence Judgments
318172.0,0,Confidence Judgments
169535.2857142857,0,Confidence Judgments
354152.45454545453,0,Confidence Judgments
75732.2,0,Confidence Judgments
1086204.3333333333,0,Confidence Judgments
3840323.9411764704,0,Confidence Judgments
65385377.7,0,Confidence Judgments
151280675.0,0,Confidence Judgments
157721.0,0,Confidence Judgments
2922.0,0,Confidence Judgments
28199.0,1,Confidence Judgments
4955910.75,0,Confidence Judgments
118733.1,0,Confidence Judgments
125622.25,0,Confidence Judgments
36100.0,1,Confidence Judgments
25194.0,0,Confidence Judgments
73302.2,0,Confidence Judgments
114804.75,0,Confidence Judgments
302402841.0,0,Confidence Judgments
64893906.5,0,Confidence Judgments
103266.66666666669,0,Confidence Judgments
122393.5,0,Confidence Judgments
1386312.25,0,Confidence Judgments
4031501.1666666665,0,Confidence Judgments
64496.75,0,Confidence Judgments
24804098.35714286,0,Confidence Judgments
51065.833333333336,0,Confidence Judgments
86552561.85714285,0,Confidence Judgments
59913.0,1,Confidence Judgments
18496.0,1,Confidence Judgments
12240637.95,0,Confidence Judgments
52691.5,0,Confidence Judgments
305627.28571428574,1,Confidence Judgments
151218945.25,1,Confidence Judgments
51849351.86666667,0,Confidence Judgments
136389674.0,0,Confidence Judgments
54642314.833333336,1,Confidence Judgments
33337040.875,1,Confidence Judgments
12139.0,0,Confidence Judgments
